userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000026725	Tnn	tenascin N	329278	https://www.ncbi.nlm.nih.gov/gene/?term=329278
ENSMUSG00000026840	Lamc3	laminin gamma 3	23928	https://www.ncbi.nlm.nih.gov/gene/?term=23928
ENSMUSG00000027524	Edn3	endothelin 3	13616	https://www.ncbi.nlm.nih.gov/gene/?term=13616
ENSMUSG00000027715	Ccna2	cyclin A2	12428	https://www.ncbi.nlm.nih.gov/gene/?term=12428
ENSMUSG00000027864	Ptgfrn	prostaglandin F2 receptor negative regulator	19221	https://www.ncbi.nlm.nih.gov/gene/?term=19221
ENSMUSG00000028644	Ermap	erythroblast membrane-associated protein	27028	https://www.ncbi.nlm.nih.gov/gene/?term=27028
ENSMUSG00000029306	Ibsp	integrin binding sialoprotein	15891	https://www.ncbi.nlm.nih.gov/gene/?term=15891
ENSMUSG00000030017	Reg3g	regenerating islet-derived 3 gamma	19695	https://www.ncbi.nlm.nih.gov/gene/?term=19695
ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	15446	https://www.ncbi.nlm.nih.gov/gene/?term=15446
ENSMUSG00000031821	Gins2	GINS complex subunit 2 (Psf2 homolog)	272551	https://www.ncbi.nlm.nih.gov/gene/?term=272551
ENSMUSG00000032254	Kif23	kinesin family member 23	71819	https://www.ncbi.nlm.nih.gov/gene/?term=71819
ENSMUSG00000035199	Arl6ip5	ADP-ribosylation factor-like 6 interacting protein 5	65106	https://www.ncbi.nlm.nih.gov/gene/?term=65106
ENSMUSG00000038020	Rapgefl1	Rap guanine nucleotide exchange factor (GEF)-like 1	268480	https://www.ncbi.nlm.nih.gov/gene/?term=268480
ENSMUSG00000039323	Igfbp2	insulin-like growth factor binding protein 2	16008	https://www.ncbi.nlm.nih.gov/gene/?term=16008
ENSMUSG00000039697	Ncoa7	nuclear receptor coactivator 7	211329	https://www.ncbi.nlm.nih.gov/gene/?term=211329
ENSMUSG00000041193	Pla2g5	phospholipase A2, group V	18784	https://www.ncbi.nlm.nih.gov/gene/?term=18784
ENSMUSG00000041431	Ccnb1	cyclin B1	268697	https://www.ncbi.nlm.nih.gov/gene/?term=268697
ENSMUSG00000043613	Mmp3	matrix metallopeptidase 3	17392	https://www.ncbi.nlm.nih.gov/gene/?term=17392
ENSMUSG00000044201	Cdc25c	cell division cycle 25C	12532	https://www.ncbi.nlm.nih.gov/gene/?term=12532
ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	320982	https://www.ncbi.nlm.nih.gov/gene/?term=320982
ENSMUSG00000050069	Grem2	gremlin 2, DAN family BMP antagonist	23893	https://www.ncbi.nlm.nih.gov/gene/?term=23893
ENSMUSG00000051159	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	12705	https://www.ncbi.nlm.nih.gov/gene/?term=12705
ENSMUSG00000051378	Kif18b	kinesin family member 18B	70218	https://www.ncbi.nlm.nih.gov/gene/?term=70218
ENSMUSG00000052276	Ostn	osteocrin	239790	https://www.ncbi.nlm.nih.gov/gene/?term=239790
ENSMUSG00000056643	Chst13	carbohydrate sulfotransferase 13	71797	https://www.ncbi.nlm.nih.gov/gene/?term=71797
ENSMUSG00000057691	Zfp746	zinc finger protein 746	69228	https://www.ncbi.nlm.nih.gov/gene/?term=69228
ENSMUSG00000063063	Ctnna2	catenin (cadherin associated protein), alpha 2	12386	https://www.ncbi.nlm.nih.gov/gene/?term=12386
ENSMUSG00000073125	Xlr3b	X-linked lymphocyte-regulated 3B	574437	https://www.ncbi.nlm.nih.gov/gene/?term=574437
ENSMUSG00000094651	Gal3st2	galactose-3-O-sulfotransferase 2	381334	https://www.ncbi.nlm.nih.gov/gene/?term=381334
