userId	geneSymbol	geneName	entrezgene	gLink
Pmel	Pmel	premelanosome protein	20431	https://www.ncbi.nlm.nih.gov/gene/?term=20431
Abca2	Abca2	ATP-binding cassette, sub-family A (ABC1), member 2	11305	https://www.ncbi.nlm.nih.gov/gene/?term=11305
Gbp9	Gbp9	guanylate-binding protein 9	236573	https://www.ncbi.nlm.nih.gov/gene/?term=236573
Ube3b	Ube3b	ubiquitin protein ligase E3B	117146	https://www.ncbi.nlm.nih.gov/gene/?term=117146
Tyrobp	Tyrobp	TYRO protein tyrosine kinase binding protein	22177	https://www.ncbi.nlm.nih.gov/gene/?term=22177
Myh14	Myh14	myosin, heavy polypeptide 14	71960	https://www.ncbi.nlm.nih.gov/gene/?term=71960
Olfm2	Olfm2	olfactomedin 2	244723	https://www.ncbi.nlm.nih.gov/gene/?term=244723
Rasgrf1	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	19417	https://www.ncbi.nlm.nih.gov/gene/?term=19417
Car12	Car12	carbonic anhydrase 12	76459	https://www.ncbi.nlm.nih.gov/gene/?term=76459
Ttc28	Ttc28	tetratricopeptide repeat domain 28	209683	https://www.ncbi.nlm.nih.gov/gene/?term=209683
Akr1c14	Akr1c14	aldo-keto reductase family 1, member C14	105387	https://www.ncbi.nlm.nih.gov/gene/?term=105387
Usp54	Usp54	ubiquitin specific peptidase 54	78787	https://www.ncbi.nlm.nih.gov/gene/?term=78787
Ccdc15	Ccdc15	coiled-coil domain containing 15	245902	https://www.ncbi.nlm.nih.gov/gene/?term=245902
Nrip3	Nrip3	nuclear receptor interacting protein 3	78593	https://www.ncbi.nlm.nih.gov/gene/?term=78593
Tet3	Tet3	tet methylcytosine dioxygenase 3	194388	https://www.ncbi.nlm.nih.gov/gene/?term=194388
Crb2	Crb2	crumbs family member 2	241324	https://www.ncbi.nlm.nih.gov/gene/?term=241324
Adamtsl2	Adamtsl2	ADAMTS-like 2	77794	https://www.ncbi.nlm.nih.gov/gene/?term=77794
Snapc4	Snapc4	small nuclear RNA activating complex, polypeptide 4	227644	https://www.ncbi.nlm.nih.gov/gene/?term=227644
Greb1	Greb1	gene regulated by estrogen in breast cancer protein	268527	https://www.ncbi.nlm.nih.gov/gene/?term=268527
Aff3	Aff3	AF4/FMR2 family, member 3	16764	https://www.ncbi.nlm.nih.gov/gene/?term=16764
Slc2a12	Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12	353169	https://www.ncbi.nlm.nih.gov/gene/?term=353169
Fbxw17	Fbxw17	F-box and WD-40 domain protein 17	109082	https://www.ncbi.nlm.nih.gov/gene/?term=109082
Dennd4c	Dennd4c	DENN/MADD domain containing 4C	329877	https://www.ncbi.nlm.nih.gov/gene/?term=329877
Fsd2	Fsd2	fibronectin type III and SPRY domain containing 2	244091	https://www.ncbi.nlm.nih.gov/gene/?term=244091
Mybpc2	Mybpc2	myosin binding protein C, fast-type	233199	https://www.ncbi.nlm.nih.gov/gene/?term=233199
Baz2a	Baz2a	bromodomain adjacent to zinc finger domain, 2A	116848	https://www.ncbi.nlm.nih.gov/gene/?term=116848
Abca9	Abca9	ATP-binding cassette, sub-family A (ABC1), member 9	217262	https://www.ncbi.nlm.nih.gov/gene/?term=217262
Reln	Reln	reelin	19699	https://www.ncbi.nlm.nih.gov/gene/?term=19699
Mroh7	Mroh7	maestro heat-like repeat family member 7	381538	https://www.ncbi.nlm.nih.gov/gene/?term=381538
Rimkla	Rimkla	ribosomal modification protein rimK-like family member A	194237	https://www.ncbi.nlm.nih.gov/gene/?term=194237
Sox6	Sox6	SRY (sex determining region Y)-box 6	20679	https://www.ncbi.nlm.nih.gov/gene/?term=20679
Dlg2	Dlg2	discs large MAGUK scaffold protein 2	23859	https://www.ncbi.nlm.nih.gov/gene/?term=23859
Ndst1	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	15531	https://www.ncbi.nlm.nih.gov/gene/?term=15531
Mmrn1	Mmrn1	multimerin 1	70945	https://www.ncbi.nlm.nih.gov/gene/?term=70945
Pm20d2	Pm20d2	peptidase M20 domain containing 2	242377	https://www.ncbi.nlm.nih.gov/gene/?term=242377
Kif13b	Kif13b	kinesin family member 13B	16554	https://www.ncbi.nlm.nih.gov/gene/?term=16554
Ksr2	Ksr2	kinase suppressor of ras 2	333050	https://www.ncbi.nlm.nih.gov/gene/?term=333050
Zfp109	Zfp109	zinc finger protein 109	56869	https://www.ncbi.nlm.nih.gov/gene/?term=56869
Fat3	Fat3	FAT atypical cadherin 3	270120	https://www.ncbi.nlm.nih.gov/gene/?term=270120
Gm17137	Gm17137	LAG1 homolog, ceramide synthase 2 pseudogene	100417489	https://www.ncbi.nlm.nih.gov/gene/?term=100417489
Gm21541	Gm21541	predicted gene, 21541	100862177	https://www.ncbi.nlm.nih.gov/gene/?term=100862177
Pcdhgb7	Pcdhgb7	protocadherin gamma subfamily B, 7	93704	https://www.ncbi.nlm.nih.gov/gene/?term=93704
