userId	geneSymbol	geneName	entrezgene	gLink
ENSMUSG00000052572	Dlg2	discs large MAGUK scaffold protein 2	23859	https://www.ncbi.nlm.nih.gov/gene/?term=23859
ENSMUSG00000054008	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	15531	https://www.ncbi.nlm.nih.gov/gene/?term=15531
ENSMUSG00000054641	Mmrn1	multimerin 1	70945	https://www.ncbi.nlm.nih.gov/gene/?term=70945
ENSMUSG00000054659	Pm20d2	peptidase M20 domain containing 2	242377	https://www.ncbi.nlm.nih.gov/gene/?term=242377
ENSMUSG00000060012	Kif13b	kinesin family member 13B	16554	https://www.ncbi.nlm.nih.gov/gene/?term=16554
ENSMUSG00000061578	Ksr2	kinase suppressor of ras 2	333050	https://www.ncbi.nlm.nih.gov/gene/?term=333050
ENSMUSG00000074283	Zfp109	zinc finger protein 109	56869	https://www.ncbi.nlm.nih.gov/gene/?term=56869
ENSMUSG00000074505	Fat3	FAT atypical cadherin 3	270120	https://www.ncbi.nlm.nih.gov/gene/?term=270120
ENSMUSG00000094065	Gm21541	predicted gene, 21541	100862177	https://www.ncbi.nlm.nih.gov/gene/?term=100862177
ENSMUSG00000104063	Pcdhgb7	protocadherin gamma subfamily B, 7	93704	https://www.ncbi.nlm.nih.gov/gene/?term=93704
