term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0042116,"macrophage activation",0.266%,null,null,1.756,-1.3027,0.834,0.776,2696,1
GO:0043032,"positive regulation of macrophage activation",0.085%,null,null,1.279,-2.9321,0.763,0.875,2696,1
GO:0043030,"regulation of macrophage activation",0.157%,null,null,1.531,-2.7468,0.796,0.672,2696,1
GO:0032026,"response to magnesium ion",0.076%,-1.259, 6.851,1.230,-1.6243,0.945,0.064,32026,0
GO:0048259,"regulation of receptor-mediated endocytosis",0.361%,-5.644,-1.576,1.886,-2.2822,0.765,0.065,48259,0
GO:0048261,"negative regulation of receptor-mediated endocytosis",0.066%,null,null,1.176,-1.3851,0.723,0.708,48259,1
GO:2000586,"regulation of platelet-derived growth factor receptor-beta signaling pathway",0.024%, 4.374, 5.162,0.778,-1.5738,0.854,0.082,2000586,0
GO:0034382,"chylomicron remnant clearance",0.028%,-1.562,-2.225,0.845,-1.6816,0.872,0.121,34382,0
GO:0034375,"high-density lipoprotein particle remodeling",0.052%,null,null,1.079,-1.3027,0.815,0.828,34382,1
GO:0034379,"very-low-density lipoprotein particle assembly",0.038%,null,null,0.954,-1.5286,0.809,0.733,34382,1
GO:1903726,"negative regulation of phospholipid metabolic process",0.043%, 2.475,-6.280,1.000,-1.7479,0.752,0.134,1903726,0
GO:0050995,"negative regulation of lipid catabolic process",0.104%,null,null,1.362,-1.3557,0.761,0.797,1903726,1
GO:0050994,"regulation of lipid catabolic process",0.266%,null,null,1.756,-1.3027,0.811,0.669,1903726,1
GO:0045922,"negative regulation of fatty acid metabolic process",0.100%,null,null,1.342,-1.4507,0.741,0.749,1903726,1
GO:0045940,"positive regulation of steroid metabolic process",0.114%,null,null,1.398,-1.5286,0.768,0.585,1903726,1
GO:0051055,"negative regulation of lipid biosynthetic process",0.256%,null,null,1.740,-1.3027,0.738,0.856,1903726,1
GO:0010873,"positive regulation of cholesterol esterification",0.043%,null,null,1.000,-1.5738,0.764,0.764,1903726,1
GO:0010872,"regulation of cholesterol esterification",0.052%,null,null,1.079,-1.4879,0.802,0.955,1903726,1
GO:0045717,"negative regulation of fatty acid biosynthetic process",0.062%,null,null,1.146,-1.4879,0.740,0.795,1903726,1
GO:0032060,"bleb assembly",0.052%,-5.347,-4.701,1.079,-1.6816,0.882,0.144,32060,0
GO:0018149,"peptide cross-linking",0.299%, 3.545,-4.367,1.806,-2.0569,0.919,0.161,18149,0
GO:0002115,"store-operated calcium entry",0.076%,-5.229, 2.551,1.230,-1.6816,0.914,0.195,2115,0
GO:0046173,"polyol biosynthetic process",0.195%, 4.401,-6.883,1.623,-1.6243,0.873,0.202,46173,0
GO:0006020,"inositol metabolic process",0.057%,null,null,1.114,-1.5738,0.870,0.810,46173,1
GO:0036066,"protein O-linked fucosylation",0.014%, 5.287,-5.864,0.602,-1.3557,0.870,0.202,36066,0
GO:0007252,"I-kappaB phosphorylation",0.071%, 4.760,-4.145,1.204,-1.5286,0.851,0.229,7252,0
GO:0042346,"positive regulation of NF-kappaB import into nucleus",0.095%,null,null,1.322,-1.3557,0.694,0.623,7252,1
GO:0006612,"protein targeting to membrane",0.513%,-6.017, 0.010,2.037,-1.8399,0.779,0.229,6612,0
GO:0090150,"establishment of protein localization to membrane",1.263%,null,null,2.427,-1.5887,0.770,0.803,6612,1
GO:0001881,"receptor recycling",0.171%, 3.763, 4.547,1.568,-1.5738,0.876,0.238,1881,0
GO:2000379,"positive regulation of reactive oxygen species metabolic process",0.389%, 6.623,-0.208,1.919,-2.2142,0.803,0.242,2000379,0
GO:1903426,"regulation of reactive oxygen species biosynthetic process",0.323%,null,null,1.839,-1.3283,0.850,0.868,2000379,1
GO:0060267,"positive regulation of respiratory burst",0.028%, 6.773,-2.103,0.845,-1.6243,0.835,0.245,60267,0
GO:0051770,"positive regulation of nitric-oxide synthase biosynthetic process",0.062%, 6.644,-1.378,1.146,-1.5738,0.819,0.260,51770,0
GO:0051769,"regulation of nitric-oxide synthase biosynthetic process",0.081%,null,null,1.255,-1.4507,0.865,0.981,51770,1
GO:0010755,"regulation of plasminogen activation",0.052%, 5.374,-4.695,1.079,-1.5286,0.865,0.260,10755,0
GO:0010955,"negative regulation of protein processing",0.190%,null,null,1.613,-1.3557,0.781,0.821,10755,1
GO:0030194,"positive regulation of blood coagulation",0.109%, 4.262, 1.639,1.380,-2.8343,0.678,0.266,30194,0
GO:0050922,"negative regulation of chemotaxis",0.161%,null,null,1.544,-1.4879,0.715,0.704,30194,1
GO:0034142,"toll-like receptor 4 signaling pathway",0.142%,null,null,1.491,-1.3557,0.718,0.712,30194,1
GO:0034128,"negative regulation of MyD88-independent toll-like receptor signaling pathway",0.012%,null,null,0.477,-1.6816,0.699,0.591,30194,1
GO:0034127,"regulation of MyD88-independent toll-like receptor signaling pathway",0.005%,null,null,0.301,-1.6243,0.762,0.830,30194,1
GO:1900017,"positive regulation of cytokine production involved in inflammatory response",0.052%,null,null,1.079,-1.5738,0.655,0.675,30194,1
GO:0032103,"positive regulation of response to external stimulus",1.178%,null,null,2.396,-1.5237,0.746,0.690,30194,1
GO:0050820,"positive regulation of coagulation",0.123%,null,null,1.431,-1.5738,0.767,0.812,30194,1
GO:0071622,"regulation of granulocyte chemotaxis",0.218%,null,null,1.672,-1.4166,0.648,0.799,30194,1
GO:0071675,"regulation of mononuclear cell migration",0.195%,null,null,1.623,-1.4507,0.721,0.847,30194,1
GO:0050729,"positive regulation of inflammatory response",0.427%,null,null,1.959,-1.6927,0.744,0.557,30194,1
GO:1900048,"positive regulation of hemostasis",0.109%,null,null,1.380,-1.5738,0.846,0.816,30194,1
GO:1905523,"positive regulation of macrophage migration",0.085%,null,null,1.279,-1.6816,0.692,0.938,30194,1
GO:2001026,"regulation of endothelial cell chemotaxis",0.095%,null,null,1.322,-1.4166,0.653,0.712,30194,1
GO:0010758,"regulation of macrophage chemotaxis",0.119%,null,null,1.415,-1.3557,0.656,0.964,30194,1
GO:0010759,"positive regulation of macrophage chemotaxis",0.081%,null,null,1.255,-1.6816,0.629,0.698,30194,1
GO:0051917,"regulation of fibrinolysis",0.047%,null,null,1.041,-1.4166,0.669,0.769,30194,1
GO:0051918,"negative regulation of fibrinolysis",0.033%,null,null,0.903,-1.5738,0.645,0.919,30194,1
GO:2000050,"regulation of non-canonical Wnt signaling pathway",0.114%, 4.127, 5.423,1.398,-1.4879,0.832,0.266,2000050,0
GO:0045686,"negative regulation of glial cell differentiation",0.119%, 0.580,-4.999,1.415,-1.6243,0.735,0.271,45686,0
GO:0048713,"regulation of oligodendrocyte differentiation",0.142%,null,null,1.491,-1.4507,0.792,0.890,45686,1
GO:0048715,"negative regulation of oligodendrocyte differentiation",0.057%,null,null,1.114,-1.7479,0.747,0.880,45686,1
GO:0000183,"chromatin silencing at rDNA",0.161%,-0.611,-5.702,1.544,-1.4879,0.746,0.274,183,0
GO:0010763,"positive regulation of fibroblast migration",0.057%,-2.831, 4.077,1.114,-1.7479,0.758,0.293,10763,0
GO:0010762,"regulation of fibroblast migration",0.138%,null,null,1.477,-1.3851,0.790,0.890,10763,1
GO:0001325,"formation of extrachromosomal circular DNA",0.377%,-3.654,-6.061,1.903,-1.4879,0.852,0.294,1325,0
GO:0006305,"DNA alkylation",0.304%,null,null,1.813,-1.3283,0.899,0.541,1325,1
GO:0044728,"DNA methylation or demethylation",0.361%,null,null,1.886,-1.3283,0.898,0.964,1325,1
GO:1900225,"regulation of NLRP3 inflammasome complex assembly",0.047%,-4.648,-5.604,1.041,-1.5286,0.844,0.300,1900225,0
GO:1903587,"regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0.019%, 1.761,-1.549,0.699,-1.4879,0.832,0.301,1903587,0
GO:0090051,"negative regulation of cell migration involved in sprouting angiogenesis",0.057%,null,null,1.114,-1.3851,0.671,0.812,1903587,1
GO:1903504,"regulation of mitotic spindle checkpoint",0.066%,-2.830,-5.142,1.176,-1.7479,0.727,0.308,1903504,0
GO:0046599,"regulation of centriole replication",0.071%,null,null,1.204,-1.3557,0.780,0.850,1903504,1
GO:0046600,"negative regulation of centriole replication",0.024%,null,null,0.778,-1.6243,0.739,0.956,1903504,1
GO:0000022,"mitotic spindle elongation",0.033%,null,null,0.903,-1.4879,0.832,0.660,1903504,1
GO:0007094,"mitotic spindle assembly checkpoint",0.142%,null,null,1.491,-1.3027,0.715,0.934,1903504,1
GO:0031573,"intra-S DNA damage checkpoint",0.071%,null,null,1.204,-1.3557,0.751,0.713,1903504,1
GO:0071174,"mitotic spindle checkpoint",0.152%,null,null,1.519,-1.3027,0.714,0.989,1903504,1
GO:0071173,"spindle assembly checkpoint",0.152%,null,null,1.519,-1.3027,0.766,0.959,1903504,1
GO:0090266,"regulation of mitotic cell cycle spindle assembly checkpoint",0.066%,null,null,1.176,-1.3851,0.727,0.973,1903504,1
GO:0070601,"centromeric sister chromatid cohesion",0.043%,null,null,1.000,-1.7479,0.837,0.642,1903504,1
GO:0010826,"negative regulation of centrosome duplication",0.047%,null,null,1.041,-1.5286,0.737,0.624,1903504,1
GO:1902043,"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.085%, 5.007, 3.572,1.279,-1.7479,0.774,0.313,1902043,0
GO:2000353,"positive regulation of endothelial cell apoptotic process",0.071%,null,null,1.204,-1.4879,0.830,0.500,1902043,1
GO:1904037,"positive regulation of epithelial cell apoptotic process",0.114%,null,null,1.398,-1.3283,0.825,0.820,1902043,1
GO:0070266,"necroptotic process",0.133%, 1.739, 6.951,1.462,-1.3851,0.896,0.335,70266,0
GO:0097300,"programmed necrotic cell death",0.171%,null,null,1.568,-1.3283,0.895,0.948,70266,1
GO:1903960,"negative regulation of anion transmembrane transport",0.047%,-4.353,-0.059,1.041,-1.6243,0.782,0.346,1903960,0
GO:0060294,"cilium movement involved in cell motility",0.090%,-4.572, 4.671,1.301,-1.5286,0.818,0.360,60294,0
GO:0098840,"protein transport along microtubule",0.204%,null,null,1.643,-1.3283,0.770,0.669,60294,1
GO:0099637,"neurotransmitter receptor transport",0.062%,-5.728, 3.680,1.146,-1.5286,0.898,0.367,99637,0
GO:0042088,"T-helper 1 type immune response",0.180%,-1.546, 3.901,1.591,-1.6816,0.881,0.379,42088,0
GO:0002460,"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",1.762%,null,null,2.571,-1.3851,0.861,0.712,42088,1
GO:0032371,"regulation of sterol transport",0.195%,-5.990, 2.250,1.623,-1.6816,0.798,0.387,32371,0
GO:0032372,"negative regulation of sterol transport",0.052%,null,null,1.079,-1.7479,0.755,0.816,32371,1
GO:0032375,"negative regulation of cholesterol transport",0.052%,null,null,1.079,-1.5286,0.755,0.880,32371,1
GO:0033700,"phospholipid efflux",0.052%,null,null,1.079,-1.4507,0.860,0.611,32371,1
GO:0034501,"protein localization to kinetochore",0.076%,-6.180, 3.037,1.230,-1.4507,0.885,0.393,34501,0
GO:0071459,"protein localization to chromosome, centromeric region",0.090%,null,null,1.301,-1.3557,0.884,0.801,34501,1
GO:0050829,"defense response to Gram-negative bacterium",0.242%, 0.708, 6.864,1.716,-1.7153,0.884,0.412,50829,0
GO:0051172,"negative regulation of nitrogen compound metabolic process",7.246%, 1.125,-5.940,3.184,-1.6816,0.752,0.414,51172,0
GO:0009892,"negative regulation of metabolic process",11.919%,null,null,3.400,-1.4507,0.761,0.501,51172,1
GO:0031325,"positive regulation of cellular metabolic process",13.187%, 5.965,-0.639,3.444,-1.5062,0.748,0.444,31325,0
GO:0002604,"regulation of dendritic cell antigen processing and presentation",0.038%,-0.986, 3.232,0.954,-1.6243,0.854,0.453,2604,0
GO:0040037,"negative regulation of fibroblast growth factor receptor signaling pathway",0.076%, 2.474, 2.672,1.230,-1.4507,0.772,0.457,40037,0
GO:0043567,"regulation of insulin-like growth factor receptor signaling pathway",0.109%,null,null,1.380,-1.3027,0.841,0.507,40037,1
GO:0030799,"regulation of cyclic nucleotide metabolic process",0.651%, 3.723,-6.035,2.140,-1.6816,0.803,0.462,30799,0
GO:0000187,"activation of MAPK activity",0.508%, 4.826,-0.637,2.033,-1.3169,0.686,0.463,187,0
GO:0051895,"negative regulation of focal adhesion assembly",0.066%,-2.944,-5.994,1.176,-1.3851,0.772,0.468,51895,0
GO:1903392,"negative regulation of adherens junction organization",0.071%,null,null,1.204,-1.3557,0.782,0.831,51895,1
GO:0000132,"establishment of mitotic spindle orientation",0.090%,-5.810,-0.293,1.301,-1.3851,0.764,0.478,132,0
GO:0048268,"clathrin coat assembly",0.057%,-4.951,-5.736,1.114,-1.3851,0.906,0.478,48268,0
GO:0032667,"regulation of interleukin-23 production",0.038%, 2.628,-1.611,0.954,-1.6816,0.787,0.478,32667,0
GO:0090656,"t-circle formation",0.038%,-3.207,-4.946,0.954,-1.4879,0.814,0.479,90656,0
GO:0030277,"maintenance of gastrointestinal epithelium",0.071%,null,null,1.204,-1.4166,0.875,0.536,90656,1
GO:0034724,"DNA replication-independent nucleosome organization",0.085%,-5.763,-5.046,1.279,-1.4166,0.914,0.485,34724,0
GO:0001766,"membrane raft polarization",0.038%,-6.598, 0.189,0.954,-1.6816,0.819,0.485,1766,0
GO:0031580,"membrane raft distribution",0.038%,null,null,0.954,-1.6816,0.819,0.985,1766,1
GO:0032490,"detection of molecule of bacterial origin",0.052%, 0.993, 5.707,1.079,-1.6816,0.903,0.487,32490,0
GO:0016482,"cytosolic transport",0.617%,-6.278, 1.734,2.117,-1.3103,0.885,0.489,16482,0
GO:0043652,"engulfment of apoptotic cell",0.033%,-6.574,-0.538,0.903,-1.5738,0.842,0.489,43652,0
GO:1903209,"positive regulation of oxidative stress-induced cell death",0.071%, 4.536, 4.022,1.204,-1.7479,0.764,0.490,1903209,0
GO:0071636,"positive regulation of transforming growth factor beta production",0.066%, 5.426, 0.384,1.176,-1.6243,0.739,0.497,71636,0
GO:0032700,"negative regulation of interleukin-17 production",0.071%, 0.928,-4.504,1.204,-1.5738,0.722,0.499,32700,0
